planet,x,y,affiliation,pagerank,betweeness
Bnar,-79.0,605.0,null,0.6793560440858195,2985.6979833498476
Bogden,105.345,175.942,null,5.440007616008945,200062.7371213218
Bogo Rai,-605.0,153.0,null,0.2093023097089524,0.0
Bomis Koori,-60.351,-687.535,null,1.1735937016256885,41937.139052871345
Bonadan,769.0,686.0,null,0.3652347764554599,1005.7166666666668
Boonta,766.0,145.0,null,0.3182417470299171,34490.78059487838
Boordii,288.0,251.0,null,0.5526692743216904,63121.99853594793
Bootana Shagplan,734.0,-85.0,null,0.6620937872751299,8560.557260059386
Boranda,670.531,-491.219,null,0.8824133308732243,775.7105010323952
Borao,148.0,-489.0,null,0.46877694550822335,32577.50391483406
Borgo Prime,154.0,323.0,null,0.42344771983763296,1511.9142034436152
Borkyne,46.963,-556.322,null,1.7936720769529735,116950.3445561193
Borleias,-20.0,74.0,null,0.7690654151096514,3037.6263662274696
Boro-borosa,58.0,-841.0,null,2.1479416272265177,9119.538027354729
Borosk,-14.0,443.0,null,0.5805188621177136,54.25
Bortras,160.0,-830.0,null,0.9779468652688614,5829.790491377024
Bosph,546.0,700.0,null,0.21447794640423903,3035.990895197895
Bosthirda,675.0,498.0,null,4.661882599647715,84455.98644881987
Botajef,343.0,394.0,null,2.9077340724510607,241953.88447600038
Bothawui,622.213,-433.998,null,1.461891740492812,81069.49268825063
Botor,-57.0,-214.0,null,0.4236142229041043,4738.705039039829
Boudolayz,219.0,-298.0,null,1.4463480738166201,1463.7873823190778
Bovo Yagen,350.0,-351.0,null,0.22220624182830875,0.0
Boz Pity,774.0,90.0,null,0.7137807614036599,96385.20961001623
Bpfassh,196.0,-921.0,null,0.3467017793398994,4535.762890523996
Brentaal,60.499,35.894,null,1.566955094261507,458338.29888203443
Corellia,157.553,-186.038,null,2.5679034115602937,86870.04362631503
Brevost,333.656,-550.446,null,0.9093079128527796,87674.09875198499
Brigia,861.0,326.0,null,0.7943680981124333,1446.9435792349727
Brochiib,730.0,605.0,null,0.45079947695659445,0.0
Brodo Asogi,-147.0,542.0,null,0.4218847524150844,605.2817622033139
Broest,53.0,-1.0,null,2.240255347378859,7343.462782833486
Bronsoon,449.0,342.0,null,1.7292203312068792,1072.8824019685917
Brosl,746.0,620.0,null,0.5043724424464016,16.33333333333333
Bryexx,129.629,-325.279,null,4.345454379875954,105930.88144556686
Bryx,668.0,107.0,null,0.3800825365372488,8234.257757543928
Bseto,490.0,248.0,null,1.1795606245926502,153099.3206731194
Buchich,922.0,344.0,null,0.3050308961867837,0.0
Budpock,654.77,293.325,null,2.1187280769425723,290164.7563665294
Bunduki,-331.0,-674.0,null,0.5895101982827335,21.71666666666666
Burnin Konn,-37.0,-842.0,null,0.654653624314921,217.83333333333331
Burska,-269.0,244.0,null,0.612614074108604,6072.0
Byblos,177.0,-297.0,null,1.3305222529955099,36558.62275090929
Byss,-47.0,-156.0,null,0.1904761828766213,475.7207870959018
C-Foroon,658.905,-653.485,null,0.9036149972921342,300.2414816506642
Caamas,113.696,7.086,null,0.5426015236819652,95873.61453163197
Cademimu,171.0,364.0,null,0.4856040250526028,1071.6287632334645
Cadinth,778.0,392.0,null,1.7601554574860896,42928.448812662435
Cadma,855.0,181.0,null,0.29771111506990655,41946.57381670363
Cadomai,640.0,632.0,null,0.15000000000000002,0.0
Cal-Seti,-90.0,-22.0,null,0.3699322942800819,113.33333333333331
Calfa,372.0,31.0,null,0.31456317053326954,5552.267696650331
Calonica,-43.412,-656.069,null,0.7061807677107493,23599.589305642956
Caltinia,65.0,-779.0,null,0.4534821175250168,11237.451967642517
Calus,68.17,-525.835,null,1.1576701444763131,114570.7279889256
Caluula,843.0,336.0,null,0.6679998267825333,1770.875
Cambria,8.0,-88.0,null,1.152271370443223,0.0
Camden,317.0,421.0,null,0.4580629939320531,902.5833333333333
Candoria,-114.0,-330.0,null,0.424381290052795,2091.2966590715396
Cantonica,715.0,519.0,null,0.274323275571091,64889.511904761916
Cantras Gola,-155.0,592.0,null,0.3641296347256216,275.3333333333333
Cantros,-106.0,-1057.0,null,0.3395904837044145,10808.55640666523
Capella,576.0,360.0,null,0.5974491578252519,6061.298053883374
Capza,-41.0,532.0,null,0.3925207064621874,2816.3399352407223
Carcel,378.51,109.997,null,1.345573503223994,21784.224882182112
Carest,243.0,189.0,null,1.1024817947598813,48648.306863543934
Cargamalis,-79.85,-808.016,null,1.8112138825824293,28206.962533445374
Carida,156.0,71.0,null,0.6684548787250392,9512.412708259573
Carlac,-80.0,441.0,null,0.2311567053406291,12939.633410901506
Carlania,322.0,96.0,null,0.5669745213260143,12314.333333333336
Carnovia,767.0,-209.0,null,0.2670151953888101,12067.209050004301
Carosi,445.0,588.0,null,0.4715732490423717,6060.7283639618345
Carratos,-92.0,102.0,null,0.6046573407726815,13073.570063307796
Carsanza,-1.0,-719.0,null,0.6585364230553976,9386.950913642342
Cartao,390.0,123.0,null,0.954225341458108,4099.668712046555
Casfield,561.0,228.0,null,0.21444245659180508,1399.7054577642814
Cassander,-52.0,410.0,null,0.6930830425323976,6092.962231360272
Castell,139.529,80.255,null,1.2975078869735113,53377.88102954594
Cathar,271.0,342.0,null,1.9452537457124388,969.1283893385074
Cato Neimoidia,273.0,-185.0,Neutral,1.5443681278795465,197698.63512409307
Celanon,321.0,329.0,null,2.7834340118265537,87402.25184297487
Celdaru,-223.0,133.0,null,0.6160498301289209,1521.0556738153489
Celegia,344.0,-19.0,null,0.5859402292021585,284997.40406736796
Celwis,-541.0,116.0,null,0.24671314359102187,580.5
Centares,638.651,265.363,null,0.9270294602568026,119107.26668865405
Cerea,-242.428,-664.301,null,1.3333494236141024,68113.96781914435
Cerenia,243.0,-592.0,null,0.9029836269158741,6718.893409224122
Cezith,-74.0,528.0,null,0.7164726435610083,4305.1499928521935
Ch'hodos,667.0,540.0,null,0.7979557273542979,190.81215538847118
Chalacta,654.837,-20.713,null,0.5135898088559288,101234.6157333645
Chalcedon,-211.455,-638.729,null,2.8682277699883763,68189.70443318386
Challon,111.0,28.0,null,1.9732460382446217,116440.66829061689
Chamble,552.0,-25.0,null,1.556006693488567,5123.453309270133
Chamm,154.0,-240.0,null,0.5917351761935202,6908.142519221846
Champala,71.373,129.307,null,3.368249282740212,227376.62421469894
Chandaar,745.0,345.0,null,2.027048156926509,26537.34948992671
Chandrila,55.319,32.556,null,0.6415332700558711,29062.32026544879
Chanosant,377.0,-176.0,null,1.0701104787429643,87252.2603892032
Chardaan,233.868,-399.16,null,1.194419468311257,317946.86893235863
Charra,407.425,-408.979,null,0.8785144682251719,69110.23987922519
Charros,613.0,47.0,null,0.6211193422812694,248669.56933883278
Charubah,306.0,44.0,null,0.6930787154608141,28225.793766737854
Chasin,158.341,-249.447,null,1.3587947274881473,143024.5020457909
Chazwa,199.857,106.001,null,1.5685537883466556,46919.03572710261
Cheelit,-241.0,-615.0,null,1.6176664280981412,23069.132501215787
Cheku,349.0,-577.0,null,0.6442560697491126,4619.991642680951
Chenowei,524.0,444.0,null,1.0947778890676911,851.5731933880261
Cheruba,337.0,38.0,null,0.4711752707607191,2618.9166666667556
Chibias,-67.34,-717.554,null,0.9359736042441021,3703.028595766011
Chiron,861.0,207.0,null,0.2450010227094152,9.25
Chokan,521.228,-330.163,null,1.5895736390728785,30148.368153253607
Cholganna,832.0,439.0,null,0.7758529870962548,108.06190476190477
Chorax,273.0,-135.0,null,1.3727956764847855,202016.06643762367
Chosper,351.0,77.0,null,0.6126288404166021,68820.66968489163
Christophsis,576.833,-676.034,Neutral,1.835350464724194,74497.77900891344
Chroma Zed,539.0,-242.0,null,0.35843006232236735,5017.629524670538
Chryya,148.0,-717.0,null,1.638044742630108,282505.7301928589
Churruma,-150.0,442.0,null,0.3720417318620712,1221.431514140581
Cilpar,82.0,-393.0,null,0.7180010194672696,8019.049524379773
Cioral,-537.0,177.0,null,0.5741995477697143,0.0
Circumtore,736.0,-209.0,null,2.295229294063235,154769.38072022627
Cirrus,-162.0,370.0,null,0.41273851955585017,16200.505272273705
Cirus,647.0,-738.0,null,0.38338653319924043,589.7675770308122
Ciutric,221.0,407.0,null,0.2450010227094152,831.2679864160996
Clak'dor,159.0,-876.0,null,0.951357206898763,27012.737893374197
Clantaano,911.992,-272.051,null,1.0254789475130976,28674.8634703631
Cmaoli Di,183.261,-772.399,null,1.0976465480275128,380455.2085807204
Coachelle,488.0,-17.0,null,1.5813753780031132,4941.693550680842
Codia,-342.0,-538.0,null,0.260869511831788,0.0
Colla IV,255.0,50.0,null,0.7038417005663875,281600.06903748
Colonial Station Cam'co,-508.0,187.0,null,0.15000000000000002,0.0
Colonial Station Chaf,-525.0,99.0,null,0.40044642726627766,856.7500000000001
Columex,675.472,327.791,null,1.2804192239101517,426176.8655192222
Columus,195.0,-149.0,null,0.9931558842580196,7864.321944151745
Comkin V,212.208,216.997,null,3.228172152461,52864.57957447075
Commenor,231.1,-98.293,null,1.3681892714105293,500935.6278879796
Comra,-142.0,406.0,null,0.3819231063415995,18794.527643216683
Cona,329.0,-114.0,null,0.9040558284622665,16267.555275379365
Concord Dawn,360.0,263.0,null,0.3166643533286896,152399.87733951848
Condular,151.108,-274.106,null,1.6095063283398603,76833.46610379296
Constancia,-79.0,-278.0,null,0.526756856992391,7407.536425520744
Contruum,397.275,139.217,null,1.1303100883867672,38015.22045456413
Coonee,313.0,-516.0,null,0.6543765409134809,29398.24972545784
Copero,-548.0,51.0,null,0.7438166362357399,602.3333333333329
Cophrigin,900.0,237.0,null,0.518052322753985,552.0690476190476
Copperline,-8.0,-655.0,null,3.57566608496448,1338.7190136814174
Corann,168.0,2.0,null,0.9712320926779826,34757.35476610408
Corbett Cluster,-241.0,-709.0,null,1.4434686557793652,13525.180568680975
Corbos,665.0,429.0,null,0.673064663260612,7449.389361256446
Corlass,800.0,367.0,null,0.8448504811784954,7737.209968114423
Cormit,-579.0,143.0,null,0.5152719815546514,91.25
Corroth,278.0,8.0,null,0.6352335962852647,6210.895635358246
Corsin,189.869,233.415,null,4.407152765214037,154583.45753346055
Cortina,-58.0,-238.0,null,0.19809387180505328,736.1713172548122
Corulag,49.679,29.563,null,0.4693009127397216,26098.36766369786
Coruscant,0,0,Neutral,5.120362540718549,132351.05768414185
Corva Yag,228.0,-1037.0,null,0.23100120370801355,79.83333333333333
Corvanni IV,253.0,72.0,null,0.399192831757337,1169.3804889559995
Corvis Minor,210.0,456.0,null,0.2450010227094152,130.50541125541122
Cotellier,261.0,-1021.0,null,0.4487382710878482,1729.4388888888882
Council,-82.388,-840.776,null,0.9835891281323806,22732.717331474018
Coveway,-265.0,-878.0,null,0.5297512327505379,4607.406347345457
Craci,622.0,501.0,null,0.3729424257514319,39.5
Crait,207.0,-718.0,Light Side,0.6807942956902439,1584.4212616029547
Crakull,-474.0,-39.0,null,0.2655691859514901,98.0
Cranan,615.0,-603.0,null,2.8083010095572214,10891.051229168383
Criton's Point,-77.0,647.0,null,0.40625159984376247,990.0996057093798
Crovna,57.0,-706.0,null,0.6558486383496447,10452.279002272357
Crystan,7.0,-211.0,null,0.4947012353018358,2205.4087396590617
Csaus,-562.0,20.0,null,0.5904346785489143,853.1666666666667
Csilla,-552.0,104.0,null,0.9956355976295577,11764.75
Cularin,468.0,-416.0,null,0.6687959263690094,3044.3295845800512
Cuvacia,-87.0,-390.0,null,0.3151762044158533,977.6378107326408
Cyax,707.0,-124.0,null,0.3969870555517975,19074.23535057887
Cybloc,656.0,221.0,null,1.7021540968155853,47745.3290552241
Cyborrea,707.0,40.0,null,0.36510818286018876,92459.65397867438
Cyimarra,15.0,-737.0,null,0.5427486366990342,12135.497366336915
Cyphar,64.0,-779.0,null,0.6395695187212441,10366.014324652007
Cyrillia,373.0,-213.0,null,0.8300143275728084,77459.31078746138
D'ian,745.0,616.0,null,0.3097363694118808,5392.383333333333
D'Qar,400.0,-767.0,null,0.5085228048663659,56977.40978712088
D'rinba,-73.0,-736.0,null,0.928409120709817,2291.3938216272304
Daalang,567.039,-271.976,null,0.8185432290960521,489726.3782704851
Daan/Melida,442.0,-747.0,null,0.8695404787957014,32354.012951646466
Dachat,-29.0,55.0,null,0.51892188501902,384.7444444444443
Dactruria,-138.0,580.0,null,0.2656108845432831,98.51666666666667
Daemen,180.0,-619.0,null,0.36259057846226406,36491.80111171155
Dagary Minor,198.0,105.0,null,1.774601347552044,114069.51397096024
Dagelin Minor,879.0,115.0,null,0.3085092848905399,38533.87017698584
Dagobah,164.058,-951.168,Light Side,1.8560753575497293,11929.2675996593
Dahrtag,-192.0,-341.0,null,0.21697417174024292,6.916666666666666
Dakshee,177.0,76.0,null,0.577106520507668,11075.246931085288
Dalchon,695.0,-715.0,null,0.3131845203059685,1306.276774042943
Dalcretti,313.227,117.375,null,0.7243842506653996,314639.8622625121
Dalisor,-76.076,-761.074,null,1.5732597086274085,23536.23613747007
Dalron,-175.0,367.0,null,0.4162082019508889,43646.45342075394
Daluuj,955.0,-397.0,null,0.5601549361009387,17018.89253584369
Damendine,992.0,314.0,null,0.8855803051578858,36530.80055266459
Damoria,269.0,-136.0,null,0.7013350157859839,200119.12652712155
Dankayo,84.0,10.0,null,6.391094307798433,317487.31825213257
Danteel,146.0,-264.0,null,0.5969428656087665,4145.777482572342
Dantooine,14.0,531.0,Light Side,0.31506184868450526,3278.0965046840297
